name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,seasons,start_season,end_season,drafted
Jamel Jackson,1.905,91.6272,Guard,25,4.5,12.3,1.6,4.5,0.362,0.4,0.8,0.452,1.2,3.6,0.341,0.2,0.4,0.632,0.6,0.3,0.1,4.7,0.2,0.7,0.9,0.4,2,2010,2011,FALSE
Jamil Jackson,1.9811999999999999,86.184,Guard,7.666666666666667,0,12,1.1,3.8,0.295,0.8,2,0.4,0.3,1.9,0.186,0.8,1.1,0.692,0.6,0.2,0.1,3.4,0.2,0.9,1.1,0.8,3,2018,2020,FALSE
Jaren Jackson Jr.,2.1082,109.77120000000001,Forward,35,34,21.8,3.4,6.6,0.513,2.3,3.9,0.596,1.1,2.7,0.396,3,3.8,0.797,1.1,0.6,3,10.9,1.5,4.3,5.8,1.8,1,2018,2018,TRUE
Javonntie Jackson,1.9811999999999999,86.184,Forward,20,4,8.1,0.7,1.4,0.456,0.6,1.3,0.472,0,0.1,0.25,0.3,0.6,0.591,0.3,0.3,0,1.7,0.7,0.8,1.5,0.8,2,2017,2018,FALSE
Jeremiah Jackson,1.9558,88.452,Forward,25,0,5,0.5,1,0.462,0.5,1,0.462,0,0,0,0.5,0.9,0.545,0.1,0.1,0.2,1.4,0.4,0.3,0.7,0.3,1,2012,2012,FALSE
Joe Jackson,1.8541999999999998,78.9264,Guard,34.75,28.75,28.7,3.9,8.5,0.456,3.2,6.4,0.495,0.7,2.1,0.338,3.7,4.8,0.769,4.1,1.4,0.1,12.1,0.7,2.2,2.8,2.7,4,2011,2014,FALSE
Keaton Jackson,2.0827999999999998,99.792,Forward,29.5,14,19.2,3.4,5.3,0.645,3.4,5.3,0.645,0,0.1,0.667,1.8,2.7,0.646,0.4,0.3,2.1,8.6,2.2,3.2,5.5,1.4,2,2014,2015,FALSE
Kendall Jackson,1.7271999999999998,70.308,Guard,16.75,0.5,7.6,0.5,1.4,0.376,0.2,0.5,0.516,0.3,0.9,0.306,0.3,0.4,0.75,0.5,0.3,0,1.6,0.1,0.5,0.6,0.4,4,2014,2017,FALSE
Kimani Jackson,2.032,101.1528,Forward,24,11,15.1,2.1,3.8,0.559,2.1,3.6,0.577,0,0.2,0.167,1.3,2,0.638,0.4,0.3,0.6,5.5,1.8,2.1,3.9,1.3,3,2016,2018,FALSE
KJ Jackson,1.8796,81.648,Guard,31.5,31,33.2,4.7,11.3,0.418,3.5,7.1,0.484,1.3,4.2,0.306,2.5,3.7,0.687,3.6,2,0.5,13.3,0.8,3.3,4.1,3.3,2,2019,2020,FALSE
Kourtlin Jackson,1.9304,86.184,Guard,18,13.5,22.4,3.5,7.7,0.453,1.9,4.1,0.476,1.6,3.6,0.427,2.9,3.8,0.765,1,0.9,0.2,11.4,0.6,3.1,3.7,1.4,2,2015,2016,FALSE
Lakeem Jackson,1.9558,106.596,Forward,30,24.25,25,2.9,5.6,0.508,2.8,5.4,0.52,0,0.2,0.2,0.6,1.8,0.349,1.9,1,0.4,6.4,2,2.8,4.8,1.5,4,2010,2013,FALSE
Lazabian Jackson,1.905,86.184,Guard,30,27,30.6,3.7,10,0.365,1.7,3.9,0.432,2,6.1,0.322,1.6,2.3,0.693,2.4,1.8,0.1,10.9,0.8,2.9,3.7,2,2,2012,2013,FALSE
Leslie Jackson,1.9304,88.452,Guard,14.25,0,10.4,0.8,2,0.395,0.7,1.5,0.437,0.1,0.5,0.259,0.2,0.4,0.65,0.4,0.4,0,1.9,0.8,1.9,2.7,0.4,4,2007,2010,FALSE
Lewis Jackson,1.7526,74.844,Guard,30.25,26,24.7,2.7,5.9,0.459,2.5,5,0.491,0.2,0.8,0.267,1.7,2.5,0.693,3.8,0.9,0,7.3,0.9,2,2.9,1.8,4,2009,2012,FALSE
Logan Jackson,1.8034,74.844,Guard,10,0,5.3,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0,0.2,0,0.4,0,0,1,0.2,0.1,0.3,0.3,1,2015,2015,FALSE
Lorne Jackson,1.8796,92.988,Guard,31.25,18.5,25,3.4,8.1,0.417,2.2,4.6,0.484,1.2,3.5,0.328,2.5,3.2,0.774,2.5,1.3,0.1,10.4,0.5,2.2,2.8,2.5,4,2009,2013,FALSE
Malik Jackson,1.9811999999999999,85.2768,Guard,33,14.5,19.4,2.6,6.8,0.386,1.4,3.2,0.448,1.2,3.7,0.332,1.1,1.4,0.802,0.5,0.5,0.4,7.6,0.7,2.7,3.3,0.9,2,2013,2014,FALSE
Mar'Qywell Jackson,1.9558,81.648,Guard,25,0,10.5,1.2,3.2,0.363,0.4,1,0.417,0.8,2.2,0.339,0.6,1,0.625,0.4,0.2,0.1,3.7,0.6,1.5,2,0.5,1,2016,2016,FALSE
Marcellus Jackson,1.9811999999999999,95.256,Forward,26,2,9.9,1.2,3.1,0.375,1.1,3,0.372,0,0.1,0.5,0.5,1.2,0.438,0.3,0.3,0.3,2.9,1,1.4,2.4,1.2,1,2012,2012,FALSE
Marquisse Jackson,1.9558,83.0088,Forward,9.25,0,3.5,0.1,0.4,0.333,0.1,0.3,0.455,0,0.1,0,0.3,0.4,0.75,0.1,0.1,0,0.6,0.2,0.2,0.4,0.2,4,2009,2012,FALSE
Martell Jackson,2.0827999999999998,120.20400000000001,Center,29,3,12.5,1.7,3.4,0.51,1.7,3.4,0.51,0,0,0,0.7,1.3,0.513,0.3,0.2,0.4,4.1,1.1,1.8,2.9,1,1,2011,2011,FALSE
Matt Jackson,2.032,104.328,Forward,29,5.75,15.9,1.5,3.7,0.412,1.1,2.2,0.471,0.5,1.4,0.321,0.6,1,0.658,0.9,0.3,0.2,4.1,0.6,2.2,2.8,0.7,4,2015,2019,FALSE
Miles Jackson,1.9558,90.72,Guard,12,0,5.3,0.5,0.8,0.55,0.3,0.5,0.583,0.2,0.3,0.5,0.2,0.3,0.571,0.3,0.2,0.1,1.3,0.1,0.7,0.8,0.3,2,2013,2014,FALSE
Nino Jackson,1.8796,77.112,Guard,4,0,10.3,1,4.5,0.222,0.8,2.8,0.273,0.3,1.8,0.143,0.5,0.8,0.667,1,1,0.3,2.8,0.3,1.8,2,0.8,1,2014,2014,FALSE
Ollie Jackson,1.905,73.9368,Guard,29.5,19.75,22.5,2.3,6.5,0.352,0.9,2.2,0.412,1.4,4.3,0.321,0.8,1.1,0.701,1.2,0.7,0.3,6.7,0.5,2.1,2.6,1.6,4,2012,2015,FALSE
Patrick Jackson,1.9811999999999999,98.4312,Forward,18.8,6,11.4,0.9,2.5,0.36,0.8,1.9,0.427,0.1,0.6,0.155,0.6,1,0.558,0.3,0.3,0.1,2.5,0.7,1.2,1.9,0.7,5,2009,2013,FALSE
Paul Jackson,1.8796,80.74080000000001,Guard,24.2,17,28.2,3.6,9,0.401,3,6.8,0.434,0.7,2.2,0.299,2.3,3.3,0.698,4.1,1,0,10.2,0.4,1.4,1.7,2.2,5,2015,2019,FALSE
Pierre Jackson,1.778,81.648,Guard,37,27.5,32.8,5.3,11.9,0.441,3.1,6.4,0.496,2.1,5.6,0.379,4,5,0.808,6.5,1.6,0,16.7,0.8,2.5,3.3,3.5,2,2012,2013,TRUE
Quinard Jackson,1.9558,108.864,Forward,30.75,15.25,15.9,1.7,3.2,0.528,1.6,3,0.537,0.1,0.2,0.391,0.6,1.4,0.414,0.7,0.5,0.3,4,1.1,1.6,2.8,0.9,4,2009,2012,FALSE
Rashad Jackson,1.9304,81.648,Guard,22,6,13.6,1.2,3.8,0.323,0.8,2.5,0.346,0.4,1.4,0.283,1.2,1.6,0.736,0.5,0.6,0.1,4.1,0.3,1.4,1.6,0.8,3,2016,2018,FALSE
Rick Jackson,2.0574,108.864,Forward,35.75,24.25,24.2,3.7,6.3,0.591,3.7,6.3,0.592,0,0,0,1.3,2.5,0.513,1.3,0.9,1.8,8.7,2.3,4.2,6.5,1.6,4,2008,2011,FALSE
Robbie Jackson,2.1336,120.20400000000001,Center,20.5,6.25,13.2,1.5,3.1,0.494,1.5,3.1,0.496,0,0,0,1.5,2.3,0.637,0.3,0.3,0.7,4.6,1.2,2,3.2,1,4,2007,2010,FALSE
Ronald Jackson,2.032,92.988,Forward,31.5,18.5,26.4,3.8,7.1,0.54,3.3,5.6,0.596,0.5,1.5,0.33,3.1,4.1,0.757,0.8,1,0.5,11.3,2.6,5,7.6,1.4,2,2019,2020,FALSE
Roshun Jackson,2.0065999999999997,81.648,Forward,21,0.5,9.5,0.9,3.1,0.292,0.8,2.4,0.354,0.1,0.7,0.097,0.4,0.7,0.607,0.5,0.6,0.2,2.3,0.8,0.5,1.2,0.8,2,2009,2010,FALSE
Roy Jackson,1.8288,77.112,Guard,5,0,3.4,0.2,0.6,0.333,0,0.2,0,0.2,0.4,0.5,0.4,1.2,0.333,0,0.2,0,1,0,0,0,0,1,2014,2014,FALSE
Shawn Jackson,2.0574,104.328,Center,19,4,10.7,1.3,2.6,0.49,1.3,2.6,0.49,0,0,0,0.7,1.1,0.619,0.1,0.2,0.3,3.3,0.9,0.6,1.6,0.7,2,2011,2013,FALSE
Tadric Jackson,1.8796,97.524,Guard,32.75,6.25,20.2,3.3,8.2,0.404,2.5,5.3,0.476,0.8,2.9,0.271,1.3,2.2,0.594,1.5,0.5,0.1,8.7,0.5,1.7,2.1,1.3,4,2015,2018,FALSE
Tamir Jackson,1.905,87.9984,Guard,32,30,32.2,4.5,11.4,0.394,3.6,8,0.444,0.9,3.3,0.274,3.3,4.8,0.685,3,1.3,0,13.2,0.8,2.6,3.3,2.7,4,2010,2013,FALSE
Tayvon Jackson,2.0065999999999997,92.988,Forward,26.5,1,10.2,0.5,1.4,0.383,0.5,1.4,0.385,0,0,0,0.6,0.9,0.688,0.3,0.1,0.4,1.7,0.8,1.1,1.9,0.4,4,2008,2011,FALSE
Tevin Jackson,2.0065999999999997,95.256,Guard,29,18,17.7,2.3,5.6,0.411,1.9,4.3,0.444,0.4,1.3,0.297,0.7,1.1,0.645,1.6,0.6,0.2,5.7,0.8,2.6,3.4,1.5,1,2016,2016,FALSE
Tony Jackson,1.9558,92.988,Guard,20,3,13.3,1.2,3.2,0.375,0.4,0.8,0.5,0.8,2.4,0.333,0.4,0.6,0.583,0.4,0.5,0.3,3.6,0.5,1.2,1.7,0.5,1,2018,2018,FALSE
Tory Jackson,1.8034,88.452,Guard,34,30.5,33.1,3.2,7.9,0.407,2.5,5.6,0.442,0.8,2.3,0.323,1.8,3,0.606,5.1,1.6,0.1,9.1,1.2,2.7,3.9,2.4,4,2007,2010,FALSE
Traevon Jackson,1.905,93.8952,Guard,27.75,20.75,24.7,2.5,6.2,0.4,1.8,4.3,0.43,0.6,1.9,0.332,2,2.6,0.782,2.8,0.7,0.1,7.6,0.4,2.1,2.5,1.7,4,2012,2015,FALSE
Trency Jackson,1.8796,85.2768,Guard,22.666666666666668,19,27,3.1,8,0.386,1.9,4.7,0.401,1.2,3.3,0.366,2.3,3.5,0.647,2.1,1,0,9.7,0.8,2,2.7,1.8,3,2013,2015,FALSE
Trevis Jackson,1.778,74.844,Guard,21.25,0,9.3,0.4,1,0.407,0.2,0.3,0.621,0.2,0.6,0.288,0.4,0.5,0.727,0.9,0.2,0,1.3,0.2,0.7,0.9,0.4,4,2014,2017,FALSE
Tyler Jackson,2.1844,125.1936,Center,11,1,6.9,0.8,1.4,0.6,0.8,1.4,0.6,0,0,0,0.3,0.5,0.5,0,0.2,0.2,1.9,0.8,1.5,2.4,0.7,1,2017,2017,FALSE
Victor Jackson,1.7271999999999998,72.576,Guard,6.5,0.25,2.1,0,0.5,0.083,0,0.3,0,0,0.2,0.2,0,0.1,0,0.3,0,0,0.1,0,0.1,0.2,0.1,4,2007,2010,FALSE
Walter Jackson,1.9558,81.648,Guard,18.5,13,25.7,2.7,5.2,0.515,2.6,4.6,0.565,0.1,0.6,0.167,0.9,1.2,0.717,1,0.7,0.8,6.4,1.9,2.5,4.5,1.2,2,2011,2012,FALSE
William Jackson II,1.9304,83.916,Guard,32.5,19,19.7,1.6,4.7,0.343,0.6,1.7,0.384,1,3,0.321,0.7,1,0.758,1.8,0.5,0.2,4.9,0.3,1.1,1.4,1.1,4,2016,2019,FALSE
Willie Jackson,1.9811999999999999,97.524,Forward,23.75,16,26.1,3.7,7.2,0.51,3.6,7,0.514,0,0.1,0.273,2,3,0.664,1.6,0.5,0.4,9.3,2.6,6.1,8.7,1.9,4,2017,2020,FALSE
Xavier Jackson,1.905,86.184,Guard,14,3.5,6.3,0.3,1,0.296,0.1,0.4,0.333,0.1,0.5,0.267,0.2,0.2,0.833,0.4,0.2,0,0.9,0.1,0.6,0.8,0.3,2,2018,2019,FALSE
Zach Jackson,1.9558,83.916,Guard,31.5,28.75,27.1,4.3,8.7,0.487,3,5.8,0.522,1.2,2.9,0.417,2.7,3.4,0.795,1.2,0.9,0.2,12.5,1.1,3.1,4.3,1.4,4,2016,2019,FALSE
Zachary Jackson,1.9304,92.988,Guard,13.5,1,7.6,0.8,2.1,0.375,0.6,1.3,0.457,0.2,0.8,0.238,0.3,0.6,0.471,0.3,0.3,0.1,2,0.4,0.5,0.9,0.4,2,2015,2016,FALSE
Zavian Jackson,1.905,77.112,Guard,21,2,10.8,1.2,3,0.391,0.8,1.5,0.5,0.4,1.5,0.281,1.1,1.6,0.697,0.6,0.4,0.2,3.9,0.1,1,1.1,1.5,1,2020,2020,FALSE
Zay Jackson,1.8288,80.74080000000001,Guard,30.333333333333332,17.333333333333332,28.4,3.8,9.2,0.41,2.6,5.6,0.476,1.1,3.6,0.308,1.9,2.6,0.715,3.8,1.2,0.2,10.5,0.5,3,3.5,2.9,3,2012,2016,FALSE
Miles Jackson-Cartwright,1.905,79.38,Guard,29.5,26.5,33,3.7,8.9,0.42,2.4,5.1,0.475,1.3,3.8,0.345,3.1,3.8,0.813,3,1.1,0.1,11.9,0.3,2.5,2.8,2.8,4,2011,2014,FALSE
Parker Jackson-Cartwright,1.7271999999999998,68.04,Guard,33.5,12.75,22,1.8,4.1,0.428,0.9,2,0.452,0.9,2.1,0.406,1.1,1.5,0.691,3.4,0.9,0.1,5.5,0.2,1.7,2,1.3,4,2015,2018,FALSE
Tiandre Jackson-Young,1.9304,90.72,Guard,31.5,14,20.1,2.2,5.3,0.421,1,1.9,0.525,1.2,3.4,0.362,0.4,0.5,0.706,0.6,0.4,0.3,6.1,0.9,2.2,3.1,0.6,2,2019,2020,FALSE
Christian Jacob,2.032,104.328,Forward,11,9,24.1,4.1,8.3,0.5,4.1,8.1,0.503,0,0.1,0.333,2,3.1,0.638,0.5,1.1,0.3,10.3,2.3,3.1,5.4,2.2,2,2019,2020,FALSE
Jeremy Jacob,2.032,104.328,Forward,17.8,9,16.8,2.5,5.4,0.459,2.4,5.3,0.461,0,0,0.25,1,1.6,0.627,0.3,0.2,0.2,5.9,1.2,2.6,3.8,0.9,5,2008,2012,FALSE
Tony Jacob,2.0574,151.956,Forward,6,0,3,0.6,0.8,0.7,0.6,0.8,0.7,0,0,0,0.3,1.1,0.308,0.3,0.1,0.3,1.5,0.3,0.5,0.8,0.7,2,2014,2015,FALSE
Trejon Jacob,1.9558,79.38,Guard,31,27,27.9,4.4,9.5,0.462,2.4,4.3,0.561,2,5.2,0.379,1.4,2.3,0.627,1.1,1.3,0.2,12.2,0.7,3.7,4.4,1.4,3,2018,2020,FALSE
Luis Jacobo,1.9558,97.524,Forward,24.25,20.25,28.9,4.3,9.6,0.442,2.5,5,0.501,1.8,4.7,0.378,1.8,2.3,0.769,1.2,0.8,0.3,12,0.9,3.4,4.3,1.8,4,2011,2014,FALSE
Chibueze Jacobs,1.9304,88.452,Forward,29.5,1.5,11.7,1.1,2.4,0.433,0.8,1.8,0.45,0.3,0.7,0.388,0.6,0.9,0.752,0.4,0.3,0.3,3,0.8,1.6,2.4,0.6,4,2017,2020,FALSE
Demetrice Jacobs,1.905,86.184,Guard,16,7,21.9,2.2,6.1,0.357,1.5,3.8,0.4,0.7,2.4,0.289,1.5,2.2,0.686,1.4,1.5,0.2,6.6,0.8,1.7,2.5,1.6,1,2012,2012,FALSE
Ethan Jacobs,2.1082,106.596,Center,17.2,12.6,19.4,3.4,6.9,0.492,2.3,4.1,0.571,1.1,2.8,0.378,1.2,1.6,0.757,0.7,0.2,0.7,9.1,0.7,2.7,3.3,1.2,5,2011,2015,FALSE
Julian Jacobs,1.9304,81.648,Guard,31.666666666666668,24,28.7,3.2,7,0.464,2.8,5.5,0.505,0.4,1.4,0.309,2,2.8,0.707,4.2,1.1,0.4,8.9,0.8,3.7,4.5,2.7,3,2014,2016,FALSE
Markese Jacobs,1.8034,83.916,Guard,21,0,9.3,1,2.7,0.351,0.4,0.9,0.421,0.6,1.8,0.316,0.7,1.3,0.536,0.1,0.3,0,3.2,0.1,0.2,0.3,0.7,1,2020,2020,FALSE
Nick Jacobs,2.032,117.936,Forward,25.8,11.2,20.9,3.5,6.9,0.507,3.5,6.9,0.508,0,0,0,1.2,1.8,0.651,0.2,0.4,0.8,8.2,1.5,2.8,4.3,1.2,5,2012,2016,FALSE
Thomas Jacobs,1.9811999999999999,99.792,Forward,19.8,6,15.1,1.4,2.9,0.491,1.4,2.7,0.509,0,0.2,0.222,0.9,1.3,0.703,0.4,0.6,0.2,3.8,1.4,2.2,3.6,0.6,5,2011,2015,FALSE
Tim Jacobs,1.8288,90.72,Guard,27.5,1,15.6,0.9,1.8,0.475,0.7,1.3,0.562,0.1,0.5,0.231,0.5,0.9,0.569,2.3,0.5,0,2.3,0.1,1.9,2,0.9,2,2015,2016,FALSE
Cory Jacobsen,1.8541999999999998,86.184,Guard,12,0,5.8,0.4,1.1,0.358,0.1,0.1,0.571,0.3,1,0.326,0.1,0.3,0.462,0.3,0.1,0,1.2,0,0.4,0.4,0.2,4,2013,2016,FALSE
Eric Jacobsen,2.0827999999999998,106.596,Forward,32.5,20.5,17.4,1.8,3.2,0.576,1.8,3.2,0.576,0,0,0.5,1.4,2.3,0.59,0.5,0.2,0.7,5.1,1.6,2.1,3.7,1,4,2013,2016,FALSE
Max Jacobsen,2.032,104.328,Forward,27,18,21.8,3.9,6.7,0.581,3.8,6.5,0.592,0.1,0.2,0.278,1.1,1.8,0.643,1,0.6,0.4,9,1.6,2.2,3.8,1.6,3,2012,2014,FALSE
A.J. Jacobson,1.9811999999999999,97.524,Guard,30.5,30,31.2,3.5,8,0.44,1.8,3.7,0.482,1.7,4.3,0.403,2.3,2.9,0.808,1.8,0.5,0.5,11.1,0.5,3.9,4.4,1.2,4,2015,2018,FALSE
Alex Jacobson,2.1336,114.7608,Center,17,0.75,5.8,0.4,0.8,0.51,0.4,0.7,0.5,0,0,1,0.1,0.2,0.538,0.1,0,0.1,0.9,0.4,0.5,0.9,0.4,4,2009,2012,FALSE
