name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,school,seasons,start_season,end_season,drafted
Jeremy Banks,1.8796,79.38,Guard,13.0,0.0,6.0,0.5,1.2,0.4,0.3,0.6,0.5,0.2,0.5,0.4,0.2,0.2,0.667,0.5,0.2,0.1,1.2,0.2,0.4,0.6,0.5,Norfolk State,1.0,2008,2008,False
Jonathan Perry,1.7526,68.04,Guard,7.5,0.0,0.9,0.2,0.3,0.6,0.0,0.1,0.0,0.2,0.3,0.6,0.1,0.1,1.0,0.3,0.0,0.0,0.7,0.0,0.1,0.1,0.1,Campbell,2.0,2008,2009,False
Joseph Works,1.9812,99.792,Forward,28.0,2.0,10.3,1.2,2.6,0.446,1.2,2.6,0.452,0.0,0.0,0.446,1.0,1.7,0.617,0.2,0.3,0.3,3.4,0.9,1.2,2.1,0.9,Texas Tech,1.0,2004,2004,False
Tiki Mayben,1.8796,81.648,Guard,31.5,19.5,25.5,2.6,6.2,0.41,1.8,3.8,0.466,0.8,2.5,0.41,1.3,2.2,0.616,4.4,0.9,0.1,7.3,0.5,2.3,2.7,3.0,Overall,2.0,2007,2009,False
Jason Francis,2.0574,127.008,Forward,25.5,16.0,9.5,0.9,1.5,0.61,0.9,1.5,0.61,0.0,0.0,0.61,0.3,0.5,0.481,0.2,0.1,0.0,2.1,0.7,1.0,1.7,0.6,Rhode Island,2.0,2008,2009,False
Jermaine Blackburn,1.9812,97.9776,Guard,30.5,24.0,30.2,5.7,12.4,0.456,4.5,8.8,0.51,1.2,3.6,0.456,2.1,3.1,0.693,2.2,0.9,0.2,14.7,1.6,2.4,4.0,2.8,Boise State,2.0,2004,2005,False
Brad Garrett,1.9558,90.72,Guard,2.0,0.0,6.0,1.0,3.5,0.28600000000000003,0.5,1.0,0.5,0.5,2.5,0.28600000000000003,0.0,0.5,0.0,0.0,0.0,0.0,2.5,1.0,0.5,1.5,0.0,Oklahoma State,1.0,2008,2008,False
Jeff Halbert,1.9558,95.256,Forward,30.0,16.75,24.7,2.1,5.1,0.419,0.8,1.6,0.477,1.4,3.5,0.419,1.1,1.3,0.8109999999999999,1.5,0.5,0.1,6.7,0.8,2.5,3.3,1.0,Ohio,4.0,2003,2006,False
Peyton Stovall,1.8542,86.184,Guard,24.0,22.6,32.3,3.9,9.0,0.429,2.5,5.3,0.475,1.4,3.7,0.429,2.4,3.3,0.73,2.9,1.4,0.1,11.5,1.0,2.8,3.8,2.4,Ball State,5.0,2004,2008,False
Kevin Payton,1.9812,97.524,Forward,22.333333333333332,5.666666666666667,13.9,0.5,1.6,0.295,0.3,0.8,0.315,0.2,0.8,0.295,0.3,0.6,0.55,1.7,0.6,0.3,1.5,0.3,1.2,1.4,1.5,Minnesota,3.0,2007,2009,False
Galen Gardenhire,1.8796,86.184,Guard,17.5,1.5,7.0,1.1,3.8,0.29100000000000004,0.4,1.2,0.366,0.7,2.7,0.29100000000000004,0.5,1.0,0.5429999999999999,0.1,0.1,0.0,3.5,0.3,0.3,0.7,0.5,Alabama A&M,2.0,2005,2006,False
Roscoe Biggers,1.8034,88.45200000000001,Guard,28.0,12.0,19.3,0.9,2.5,0.343,0.6,1.6,0.348,0.3,0.9,0.343,0.6,1.0,0.607,2.8,1.0,0.0,2.6,0.5,1.4,1.9,1.8,Baylor,1.0,2005,2005,False
Ben Benfield,1.9304,82.1016,Guard,23.5,4.25,13.4,1.6,4.2,0.369,0.7,1.6,0.413,0.9,2.6,0.369,0.6,0.8,0.72,0.9,0.5,0.0,4.6,0.5,1.2,1.7,0.9,Tulane,4.0,2002,2005,False
Lorenzo Williams,1.8542,74.844,Guard,26.5,16.25,23.9,2.7,6.2,0.443,2.2,4.4,0.49,0.6,1.7,0.443,1.2,1.8,0.6809999999999999,4.2,1.0,0.1,7.2,0.3,1.8,2.1,2.3,Rice,4.0,2004,2007,False
Nick Valdez,2.0066,92.5344,Forward,23.5,6.0,18.7,1.5,3.4,0.438,1.1,2.3,0.5,0.4,1.1,0.438,1.5,2.0,0.7340000000000001,2.4,1.0,0.2,4.8,0.8,2.7,3.4,1.7,Texas Tech,2.0,2002,2003,False
Joel Anthony,2.0574,111.132,Center,34.0,4.5,16.1,1.5,2.6,0.573,1.5,2.6,0.573,0.0,0.0,0.573,0.7,1.2,0.561,0.3,0.4,2.3,3.7,1.5,2.0,3.5,0.6,UNLV,2.0,2005,2007,False
Florentino Valencia,1.9558,106.1424,Forward,30.5,17.0,23.2,4.1,6.5,0.622,4.1,6.5,0.622,0.0,0.0,0.622,2.3,3.6,0.6509999999999999,0.6,0.6,0.3,10.5,1.9,2.2,4.1,1.8,Toledo,4.0,2004,2007,False
Janon Cole,1.9812,95.256,Forward,30.5,11.0,21.8,2.1,4.5,0.463,2.1,4.4,0.468,0.0,0.0,0.463,1.7,2.4,0.7090000000000001,0.7,0.6,0.1,5.9,1.7,3.5,5.2,1.2,Northeastern,2.0,2005,2006,False
Lunzaya Nlandu,2.0066,108.864,Forward,16.75,7.75,16.3,1.2,2.6,0.472,1.2,2.4,0.488,0.0,0.2,0.472,0.9,1.8,0.516,0.9,0.6,0.1,3.5,1.3,2.2,3.5,1.3,Overall,4.0,2002,2005,False
Josh Grant,2.0828,108.864,Center,21.666666666666668,2.0,14.0,1.9,3.7,0.506,1.8,3.6,0.509,0.0,0.1,0.506,1.2,1.9,0.648,0.3,0.2,1.9,5.0,1.1,1.9,3.0,1.0,Winthrop,3.0,2002,2004,False
Benjamin Culp,1.9558,81.648,Forward,17.5,9.5,16.4,1.2,3.4,0.34,1.2,3.4,0.342,0.0,0.1,0.34,1.0,1.7,0.575,0.4,0.3,0.1,3.3,1.2,2.0,2.8,1.1,Arkansas-Pine Bluff,4.0,2002,2005,False
Eric Heil,2.032,92.988,Forward,19.333333333333332,3.0,12.2,1.3,3.3,0.399,0.9,2.1,0.454,0.4,1.3,0.399,0.6,0.9,0.679,0.6,0.3,0.7,3.7,0.6,1.5,2.2,0.8,Overall,3.0,2002,2005,False
Delonte Holland,2.0066,99.792,Forward,30.0,26.0,30.2,5.1,11.0,0.467,4.5,9.3,0.482,0.6,1.6,0.467,3.0,3.9,0.777,1.9,1.2,0.2,13.9,1.7,2.9,4.6,2.1,DePaul,2.0,2003,2004,False
Kyle Pressley,2.032,102.06,Forward,19.0,0.0,6.6,0.2,0.9,0.222,0.2,0.9,0.222,0.0,0.0,0.222,0.2,0.2,0.75,0.1,0.1,0.3,0.6,0.5,0.8,1.3,0.4,Wright State,1.0,2009,2009,False
Jamal Shuler,1.905,81.648,Guard,29.0,9.0,20.8,2.9,6.9,0.429,1.5,3.0,0.487,1.5,3.8,0.429,1.4,1.8,0.77,1.0,0.9,0.1,8.7,0.5,2.0,2.5,0.9,VCU,4.0,2005,2008,False
Nick Ponder,1.9558,92.988,Guard,28.0,1.0,18.9,2.5,6.9,0.37,1.3,3.2,0.389,1.3,3.6,0.37,0.6,0.9,0.654,1.3,1.1,0.1,7.0,0.7,2.2,2.9,0.9,Texas State,1.0,2004,2004,False
Taj Gibson,2.0574,102.06,Forward,35.0,34.666666666666664,32.7,4.8,8.2,0.58,4.8,8.2,0.58,0.0,0.0,0.58,2.9,4.6,0.629,1.4,0.7,2.4,12.4,2.9,5.6,8.5,2.5,USC,3.0,2007,2009,True
Mac Wilkinson,2.032,102.06,Forward,12.5,0.5,5.2,0.5,1.4,0.371,0.4,1.0,0.4,0.1,0.4,0.371,0.2,0.4,0.6,0.2,0.1,0.1,1.4,0.4,0.7,1.0,0.4,Louisville,2.0,2001,2002,False
Kurtis Rice,1.9304,97.524,Forward,28.5,25.5,28.2,5.3,10.2,0.517,4.9,9.3,0.532,0.4,0.9,0.517,2.0,2.9,0.6809999999999999,1.3,0.9,0.6,12.9,2.1,3.6,5.7,2.5,Charleston Southern,2.0,2004,2005,False
David Monds,2.032,108.864,Forward,27.0,7.5,15.9,2.0,4.0,0.504,1.9,3.6,0.522,0.1,0.3,0.504,1.0,1.6,0.633,0.5,0.3,0.4,5.1,1.2,2.6,3.8,1.0,Oklahoma State,4.0,2004,2007,False
Al Sewasciuk,1.9304,79.8336,Guard,27.0,3.0,13.8,1.8,5.0,0.363,0.4,0.9,0.441,1.4,4.1,0.363,0.4,0.5,0.792,0.8,0.4,0.0,5.4,0.3,1.2,1.5,0.7,Northern Illinois,4.0,2001,2004,False
Brad Byerson,2.0066,113.4,Forward,13.0,0.0,2.8,0.2,0.3,0.75,0.2,0.3,0.75,0.0,0.0,0.75,0.1,0.7,0.111,0.2,0.1,0.1,0.5,0.4,0.4,0.8,0.1,West Virginia,1.0,2005,2005,False
Chris Ames,1.905,90.72,Forward,28.5,15.5,20.6,1.4,2.8,0.513,1.4,2.6,0.551,0.0,0.2,0.513,0.7,1.2,0.636,0.9,1.0,0.1,3.6,1.2,1.7,2.9,1.0,Ball State,2.0,2006,2007,False
Chris Andrews,1.7526,70.308,Guard,19.666666666666668,5.0,15.3,0.7,2.0,0.336,0.4,1.1,0.333,0.3,0.8,0.336,0.7,1.0,0.7,2.0,0.9,0.0,2.3,0.2,1.0,1.2,1.6,Yale,3.0,2006,2009,False
Jarryd Loyd,1.8288,77.112,Guard,30.25,11.25,23.3,2.7,6.5,0.412,1.7,3.8,0.44,1.0,2.7,0.412,1.3,1.9,0.684,3.3,0.9,0.1,7.7,0.5,2.0,2.6,2.3,Valparaiso,4.0,2005,2008,False
Danny Gathings,1.9812,92.988,Forward,25.25,19.25,27.7,5.5,10.6,0.523,5.1,9.3,0.5529999999999999,0.4,1.3,0.523,2.4,3.8,0.623,0.9,1.5,0.4,13.9,2.1,4.4,6.6,2.4,Overall,4.0,2001,2005,False
Greg Gamble,1.9304,90.72,Guard,29.75,28.0,25.6,2.4,5.6,0.434,2.3,5.3,0.445,0.1,0.3,0.434,1.9,2.8,0.674,2.5,1.1,0.1,6.8,1.6,2.6,4.2,2.2,Buffalo,4.0,2006,2009,False
Mike Suggs,1.9812,102.9672,Forward,26.666666666666668,8.333333333333334,16.6,2.1,5.0,0.413,1.6,3.3,0.468,0.5,1.7,0.413,1.3,1.8,0.6940000000000001,0.5,0.6,0.1,6.0,1.1,2.5,3.5,1.4,Bradley,3.0,2002,2004,False
Sead Dizdarevic,2.0574,108.864,Forward,12.25,0.0,4.3,0.3,1.0,0.34,0.2,0.7,0.375,0.1,0.3,0.34,0.2,0.3,0.769,0.1,0.1,0.2,0.9,0.2,0.6,0.8,0.2,Georgetown,4.0,2004,2007,False
Casey Gibbons,1.905,79.38,Guard,24.0,0.0,5.4,0.4,1.3,0.32299999999999995,0.1,0.4,0.222,0.3,0.9,0.32299999999999995,0.2,0.3,0.5710000000000001,0.2,0.0,0.0,1.3,0.2,0.4,0.5,0.5,Cornell,1.0,2003,2003,False
Courtenay Brown,1.9304,77.112,Guard,24.5,4.5,15.2,1.8,5.1,0.341,0.4,1.1,0.375,1.3,4.0,0.341,0.8,0.9,0.826,0.5,0.6,0.1,5.6,0.2,1.3,1.5,0.9,Texas Southern,2.0,2006,2007,False
Johnathan Chatman,1.8796,88.45200000000001,Guard,21.0,4.0,17.8,1.9,6.0,0.315,0.6,1.7,0.371,1.3,4.3,0.315,0.2,0.3,0.7140000000000001,1.2,0.5,0.0,5.3,0.4,1.3,1.7,1.3,Texas-Rio Grande Valley,2.0,2006,2007,False
Akeem Clark,1.8796,95.256,Guard,30.5,29.0,35.5,5.0,12.1,0.409,1.9,4.1,0.466,3.0,8.0,0.409,2.1,2.8,0.746,1.8,1.1,0.1,15.0,1.5,2.2,3.7,1.7,IUPUI,2.0,2004,2005,False
Drew Smith,1.8288,72.57600000000002,Guard,4.0,0.0,0.9,0.1,0.1,1.0,0.1,0.1,1.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.3,Auburn,4.0,2006,2009,False
Julian Allen,1.9304,97.524,Guard,26.0,25.0,22.7,3.6,8.1,0.45,3.3,7.0,0.474,0.3,1.1,0.45,1.8,2.3,0.775,1.1,1.2,0.5,9.4,2.5,3.0,5.5,1.6,Georgia Southern,2.0,2008,2009,False
Derrick Byars,2.0066,99.792,Guard,25.2,19.6,26.3,3.9,8.5,0.463,2.4,4.5,0.521,1.6,4.0,0.463,1.5,2.2,0.698,2.2,0.9,0.2,11.0,1.2,2.5,3.7,1.9,Overall,5.0,2003,2007,True
Raphael Hall,1.9812,83.916,Guard,13.666666666666666,0.0,5.6,0.8,2.0,0.388,0.3,0.7,0.4,0.5,1.2,0.388,0.1,0.2,0.333,0.1,0.1,0.0,2.0,0.2,0.5,0.7,0.2,Norfolk State,3.0,2007,2009,False
Anthony Joseph,2.0066,102.06,Center,5.0,0.0,7.2,0.4,1.6,0.25,0.2,1.2,0.16699999999999998,0.2,0.4,0.25,0.2,0.2,1.0,0.8,0.0,0.2,1.2,0.2,1.0,1.2,0.2,Bethune-Cookman,1.0,2004,2004,False
Brandon Heath,1.9304,89.8128,Guard,31.25,30.0,34.2,6.0,14.5,0.413,3.7,8.1,0.46,2.2,6.4,0.413,3.3,4.2,0.782,3.2,1.7,0.0,17.5,0.8,2.6,3.4,3.1,San Diego State,4.0,2004,2007,False
Brendan Herbert,2.032,111.132,Center,14.0,7.0,17.7,1.4,3.6,0.373,0.9,1.9,0.481,0.5,1.8,0.373,0.8,1.2,0.636,1.4,0.2,0.1,3.9,1.4,2.9,4.3,1.3,Dartmouth,2.0,2001,2002,False
Billy Houston,2.032,108.864,Center,27.5,18.25,19.0,2.1,4.1,0.5,2.1,4.1,0.501,0.0,0.0,0.5,1.4,2.5,0.573,0.4,0.7,1.3,5.5,1.7,2.0,3.7,1.0,Winthrop,4.0,2003,2006,False
Manuel Johnson,2.0066,108.864,Forward,33.0,21.0,20.4,3.5,5.8,0.6,3.5,5.8,0.6,0.0,0.0,0.6,2.1,3.4,0.616,0.7,0.7,0.2,9.0,1.5,3.1,4.6,1.3,Texas A&M-Corpus Christi,1.0,2007,2007,False
Eugene Myatt,1.9558,95.256,Forward,24.0,21.0,29.3,4.9,11.7,0.421,4.3,9.6,0.446,0.7,2.2,0.421,2.6,3.5,0.754,1.3,0.7,0.2,13.2,0.7,2.8,3.5,2.4,Howard,4.0,2006,2009,False
James Grimball,2.032,97.524,Center,28.5,24.0,24.3,3.3,6.7,0.488,3.3,6.7,0.488,0.0,0.0,0.488,2.9,4.9,0.604,0.5,0.6,1.2,9.5,2.6,4.3,6.9,2.3,North Florida,2.0,2007,2008,False
Terron Sutton,2.0574,104.328,Forward,26.0,2.0,11.4,1.0,2.1,0.455,1.0,2.1,0.455,0.0,0.0,0.455,0.3,0.8,0.381,0.1,0.3,0.4,2.2,0.8,1.7,2.5,1.0,Loyola Marymount,1.0,2008,2008,False
Scott Thompson,2.1336,113.4,Center,26.0,0.0,4.7,0.3,0.6,0.5,0.3,0.6,0.5,0.0,0.0,0.5,0.3,0.5,0.5,0.1,0.1,0.3,0.9,0.1,0.8,0.8,0.4,Santa Clara,1.0,2009,2009,False
Jason Holeyfield,2.032,83.916,Forward,8.0,2.0,10.0,1.9,3.3,0.5770000000000001,1.8,2.3,0.778,0.1,1.0,0.5770000000000001,0.4,0.5,0.75,0.1,0.1,0.4,4.3,0.6,2.0,2.6,0.6,Quinnipiac,1.0,2005,2005,False
Justin Stephens,1.8796,90.72,Guard,16.5,9.75,22.8,3.0,7.8,0.39,1.9,4.5,0.429,1.1,3.3,0.39,1.3,1.7,0.752,2.6,1.0,0.1,8.5,0.5,1.9,2.3,1.7,Wofford,4.0,2002,2005,False
Chris Hagan,1.7526,79.38,Guard,17.5,9.0,18.7,1.7,5.1,0.339,1.2,3.1,0.402,0.5,2.1,0.339,0.8,1.2,0.7070000000000001,2.4,1.3,0.0,4.8,0.3,1.0,1.3,2.0,Rice,2.0,2007,2008,False
RaMell Ross,1.9558,92.988,Guard,11.75,0.0,6.5,0.6,1.7,0.38,0.6,1.3,0.444,0.0,0.3,0.38,0.4,0.6,0.769,0.3,0.3,0.0,1.7,0.6,0.5,1.0,0.6,Georgetown,4.0,2001,2005,False
Brett Hoerner,2.1082,93.4416,Forward,8.5,0.0,6.6,0.8,1.6,0.5,0.8,1.6,0.5,0.0,0.0,0.5,0.5,0.8,0.5710000000000001,0.1,0.1,0.4,2.1,0.5,0.8,1.2,0.6,San Diego State,2.0,2006,2007,False
Travis Diener,1.8542,79.38,Guard,30.0,22.25,31.4,4.3,10.2,0.416,1.9,4.5,0.42,2.4,5.7,0.416,3.2,3.8,0.8370000000000001,5.1,1.3,0.1,14.1,0.5,2.6,3.1,1.9,Marquette,4.0,2002,2005,True
Major Wingate,2.0828,113.4,Center,29.666666666666668,17.333333333333332,19.4,2.4,4.8,0.509,2.4,4.8,0.513,0.0,0.1,0.509,1.5,2.4,0.615,0.7,0.4,0.8,6.4,1.3,1.9,3.2,1.7,Tennessee,3.0,2004,2006,False
Henry Olawoye,2.032,104.328,Forward,23.75,8.25,12.6,0.9,1.7,0.509,0.9,1.7,0.509,0.0,0.0,0.509,0.5,1.0,0.473,0.5,0.4,0.3,2.2,0.9,1.1,2.0,0.9,Delaware,4.0,2004,2008,False
Kevin Durant,2.0574,97.524,Forward,35.0,35.0,35.9,8.7,18.5,0.473,6.4,12.7,0.505,2.3,5.8,0.473,6.0,7.3,0.816,1.3,1.9,1.9,25.8,3.0,8.1,11.1,2.8,Texas,1.0,2007,2007,True
Toot Young,1.905,79.38,Guard,30.0,27.5,29.3,4.1,10.3,0.4,1.5,3.6,0.404,2.7,6.7,0.4,1.5,1.9,0.795,1.7,1.5,0.3,12.4,1.3,2.8,4.2,2.3,Chattanooga,2.0,2001,2002,False
Lance Allred,2.1082,113.4,Center,19.0,10.8,20.7,3.4,7.1,0.481,3.4,7.0,0.483,0.1,0.1,0.481,2.8,3.9,0.718,0.8,0.3,0.2,9.7,2.1,3.9,6.0,1.7,Overall,5.0,2001,2005,False
Brent Halsch,1.9558,97.524,Forward,28.25,8.5,18.8,1.6,4.0,0.399,1.3,3.2,0.408,0.3,0.8,0.399,1.2,1.8,0.655,1.3,0.8,0.1,4.7,1.3,1.9,3.2,1.2,High Point,4.0,2001,2004,False
Kaylan Anderson,1.9558,88.45200000000001,Guard,24.333333333333332,0.0,8.3,0.5,1.4,0.366,0.5,1.1,0.422,0.0,0.2,0.366,0.5,0.9,0.625,0.3,0.3,0.0,1.6,0.5,0.7,1.2,0.6,Milwaukee,3.0,2007,2009,False
Stephen Vinson,1.8796,88.45200000000001,Guard,15.5,0.25,4.5,0.2,1.0,0.213,0.1,0.2,0.35700000000000004,0.1,0.8,0.213,0.2,0.3,0.722,0.6,0.2,0.0,0.8,0.0,0.4,0.4,0.3,Kansas,4.0,2003,2006,False
Richard Cannon,1.9304,88.45200000000001,Forward,28.5,27.5,24.1,2.0,4.8,0.41,1.2,2.6,0.476,0.7,2.2,0.41,0.9,1.2,0.7759999999999999,1.2,0.6,0.2,5.6,1.1,3.1,3.3,1.6,Mississippi Valley State,2.0,2006,2007,False
Rolando Howell,2.0574,99.792,Forward,25.5,16.5,25.3,3.6,7.2,0.499,3.6,7.2,0.5,0.0,0.0,0.499,2.3,3.7,0.619,0.8,1.3,0.7,9.5,2.2,3.6,5.8,1.4,South Carolina,4.0,2001,2004,False
William Sago,1.8034,72.57600000000002,Guard,22.0,4.0,12.3,1.2,2.9,0.401,0.7,1.6,0.452,0.5,1.3,0.401,0.7,0.9,0.7170000000000001,0.6,0.3,0.0,3.4,0.2,0.5,0.7,0.8,South Carolina State,3.0,2004,2007,False
Dewey Burke,1.8288,83.916,Guard,16.0,0.5,1.5,0.2,0.6,0.3,0.0,0.1,0.333,0.2,0.5,0.3,0.1,0.2,0.5,0.1,0.0,0.0,0.6,0.1,0.2,0.3,0.2,UNC,2.0,2006,2007,False
Drew Gibson,1.8796,88.45200000000001,Guard,28.0,20.25,29.8,2.8,7.5,0.381,2.0,4.4,0.444,0.9,3.1,0.381,2.6,3.5,0.738,4.5,1.9,0.1,9.2,0.5,2.9,3.4,2.4,Wofford,4.0,2005,2008,False
Gerrell Webster,1.8288,79.38,Guard,18.5,4.0,21.0,0.8,1.9,0.4,0.6,1.1,0.5,0.2,0.8,0.4,0.2,0.2,0.875,1.1,0.4,0.0,1.9,0.3,0.7,1.0,0.9,Austin Peay,2.0,2001,2002,False
Jermaine Spencer,2.0066,98.8848,Forward,25.2,13.8,16.1,2.7,5.4,0.512,2.7,5.2,0.521,0.0,0.2,0.512,1.2,2.1,0.584,0.4,0.7,0.7,6.7,1.7,2.3,4.0,1.0,Northwestern State,5.0,2003,2007,False
Josh Gomes,1.905,83.916,Guard,25.75,19.5,26.9,4.8,10.5,0.456,3.7,7.7,0.474,1.1,2.8,0.456,2.4,2.8,0.8320000000000001,1.7,0.7,0.1,13.1,0.9,1.8,2.7,2.0,Eastern Illinois,4.0,2003,2006,False
Dwight Holmes,1.9812,95.256,Forward,27.25,11.0,12.0,1.0,2.2,0.46,0.9,2.0,0.479,0.0,0.2,0.46,0.8,1.2,0.638,0.4,0.3,0.3,2.8,0.7,0.9,1.6,0.7,Youngstown State,4.0,2005,2008,False
Kostas Avgerinos,2.1336,94.8024,Center,13.5,3.0,5.1,0.6,1.3,0.444,0.6,1.3,0.444,0.0,0.0,0.444,0.4,0.6,0.625,0.0,0.1,0.6,1.6,0.3,0.6,0.9,0.4,Boise State,2.0,2003,2004,False
Erwin Staten,1.9304,92.988,Guard,16.5,0.0,6.7,0.6,1.9,0.328,0.2,0.8,0.28,0.4,1.2,0.328,0.2,0.3,0.778,0.2,0.1,0.0,1.9,0.2,0.6,0.7,0.4,Jacksonville State,2.0,2007,2008,False
Johnny Gray,1.8542,81.648,Guard,31.0,16.0,23.6,3.5,7.1,0.49,2.1,3.9,0.537,1.4,3.2,0.49,1.2,1.3,0.88,2.1,0.7,0.0,9.6,0.2,1.7,1.9,1.7,Pacific,2.0,2005,2006,False
K.J. Matsui,1.8796,81.648,Guard,26.25,8.5,18.2,2.2,5.2,0.421,0.6,1.3,0.447,1.6,4.0,0.421,0.6,0.7,0.797,0.8,0.4,0.0,6.6,0.2,1.2,1.4,0.9,Columbia,4.0,2006,2009,False
Donald Hogan,1.8034,72.57600000000002,Guard,19.5,1.0,7.2,0.3,0.9,0.297,0.2,0.4,0.438,0.1,0.5,0.297,0.0,0.2,0.14300000000000002,0.5,0.2,0.0,0.7,0.1,0.3,0.4,0.5,Texas Southern,2.0,2002,2003,False
Danny Pariseau,1.8034,72.57600000000002,Guard,24.0,13.2,25.8,2.2,5.4,0.406,1.4,3.2,0.428,0.8,2.2,0.406,1.7,2.1,0.7859999999999999,3.6,0.8,0.0,6.9,0.6,1.8,2.4,2.2,Overall,5.0,2003,2007,False
Surry Wood,1.9558,95.256,Forward,15.333333333333334,0.3333333333333333,1.7,0.2,0.5,0.4,0.2,0.5,0.435,0.0,0.0,0.4,0.0,0.2,0.25,0.1,0.0,0.0,0.5,0.2,0.5,0.7,0.1,UNC,3.0,2006,2008,False
Doug Williams,2.0066,95.256,Forward,26.25,15.5,17.9,1.6,3.1,0.534,1.6,3.1,0.534,0.0,0.0,0.534,0.9,1.3,0.696,0.1,0.4,0.2,4.2,1.1,2.8,3.9,0.9,Army,4.0,2006,2009,False
Adam Drain,1.905,90.72,Guard,16.0,0.5,9.5,1.2,3.0,0.406,0.6,1.5,0.375,0.7,1.5,0.406,0.3,0.3,0.909,0.5,0.3,0.0,3.4,0.5,1.0,1.5,0.5,Northeastern,2.0,2003,2004,False
Gabriel Moore,1.8542,86.184,Guard,30.5,28.5,33.3,3.1,7.7,0.407,2.2,5.0,0.435,1.0,2.7,0.407,2.8,3.4,0.81,3.6,1.7,0.1,10.0,0.5,2.1,2.6,2.6,Indiana State,4.0,2005,2008,False
James Parlow,1.905,77.112,Guard,24.5,19.75,27.8,3.5,8.7,0.396,1.2,2.9,0.408,2.3,5.8,0.396,0.9,1.2,0.706,1.6,1.5,0.1,10.0,0.6,2.9,3.5,1.5,New Orleans,4.0,2005,2008,False
Jelani Poston,2.0066,99.792,Forward,15.0,0.0,9.1,1.3,2.0,0.633,1.3,2.0,0.633,0.0,0.0,0.633,1.2,1.9,0.643,0.1,0.2,0.1,3.7,1.4,1.2,2.6,0.7,UIC,1.0,2009,2009,False
Michael Darrett,1.8796,86.184,Guard,30.5,14.5,25.3,2.1,4.8,0.442,1.6,3.0,0.519,0.6,1.8,0.442,1.2,2.0,0.607,3.8,1.7,0.1,6.0,0.6,2.0,2.7,2.4,Long Beach State,2.0,2001,2002,False
Dwight O'Neil,1.905,81.648,Guard,23.75,15.5,25.9,3.3,8.0,0.412,2.3,4.7,0.476,1.0,3.2,0.412,1.6,2.8,0.586,2.4,1.1,0.2,9.2,0.9,2.7,3.7,2.6,Fresno State,4.0,2005,2009,False
Dewayne Spencer,1.905,92.988,Guard,30.0,4.666666666666667,13.4,0.8,2.1,0.411,0.8,1.8,0.436,0.0,0.2,0.411,0.6,1.1,0.52,1.0,0.8,0.0,2.3,0.4,1.3,1.8,1.1,Hampton,3.0,2004,2006,False
Samba Fall,2.032,99.792,Center,18.5,2.0,9.8,0.6,1.3,0.479,0.6,1.3,0.479,0.0,0.0,0.479,0.4,0.8,0.433,0.2,0.2,0.4,1.6,0.7,1.4,2.1,0.7,Gardner-Webb,2.0,2007,2008,False
Vernon Carr,1.8796,90.72,Guard,9.0,1.8,11.2,0.6,2.2,0.25,0.4,1.1,0.327,0.2,1.1,0.25,0.2,0.4,0.5,1.0,0.4,0.0,1.5,0.1,0.7,0.8,0.8,Overall,5.0,2005,2009,False
Brendan Plavich,1.8796,93.8952,Guard,24.0,17.2,25.8,3.3,8.5,0.382,0.4,1.1,0.35700000000000004,2.9,7.5,0.382,0.9,1.3,0.7090000000000001,1.9,1.2,0.1,10.3,0.2,1.6,1.9,1.4,Overall,5.0,2001,2005,False
Jacob Betinger,2.032,106.596,Forward,28.0,13.0,18.7,3.0,6.4,0.464,2.5,5.3,0.47,0.5,1.1,0.464,0.9,1.8,0.49,1.0,0.3,0.4,7.3,1.1,2.1,3.3,2.3,Eastern Washington,1.0,2005,2005,False
Justin Archie,1.8288,81.648,Guard,29.0,8.0,15.7,1.3,3.3,0.4,0.9,1.6,0.532,0.4,1.7,0.4,0.5,0.9,0.556,1.4,0.6,0.1,3.6,0.2,1.6,1.8,1.2,New Orleans,1.0,2009,2009,False
Howard Austin,1.7018,77.112,Guard,16.5,0.0,7.4,0.1,0.3,0.182,0.1,0.3,0.182,0.0,0.0,0.182,0.1,0.3,0.2,1.3,0.1,0.0,0.2,0.0,0.3,0.3,1.0,Southeastern Louisiana,2.0,2007,2008,False
Kahiem Seawright,2.032,106.596,Forward,31.75,24.75,27.7,3.6,7.3,0.486,3.6,7.3,0.488,0.0,0.0,0.486,2.9,4.3,0.669,1.9,0.7,0.9,10.0,2.7,4.1,6.8,2.1,Rhode Island,4.0,2006,2009,False
Mark McCarroll,2.1082,99.792,Forward,23.2,2.0,11.7,1.3,2.9,0.438,1.1,2.3,0.477,0.2,0.7,0.438,0.6,1.1,0.496,0.5,0.1,0.4,3.3,0.7,1.4,2.1,0.6,Pitt,5.0,2001,2005,False
Sam Oatman,1.8542,79.38,Guard,25.0,4.0,11.4,0.7,2.0,0.34700000000000003,0.3,0.8,0.3670000000000001,0.4,1.2,0.34700000000000003,0.3,0.5,0.723,1.6,0.7,0.0,2.1,0.3,0.7,1.0,1.1,ETSU,4.0,2001,2005,False
