name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,school,seasons,start_season,end_season,drafted
Lu Dovonou,1.9558,104.328,Forward,19.0,0.5,7.5,0.7,1.5,0.482,0.7,1.4,0.519,0.0,0.1,0.482,0.4,0.9,0.515,0.3,0.1,0.1,1.9,0.8,0.9,1.7,0.8,Gardner-Webb,2.0,2008,2009,False
John Zito,1.9812,99.792,Forward,25.0,17.75,26.5,3.7,8.5,0.439,3.5,7.5,0.468,0.2,1.0,0.439,2.1,4.2,0.498,1.5,0.9,0.4,9.8,2.0,2.9,4.9,1.9,UMBC,4.0,2003,2006,False
Tony Cole,1.8034,79.38,Guard,16.0,3.0,15.4,1.6,4.6,0.35100000000000003,0.6,1.1,0.529,1.1,3.6,0.35100000000000003,1.3,1.6,0.84,2.2,0.7,0.1,5.6,0.1,1.0,1.1,2.7,Georgia,1.0,2002,2002,False
Frank Holmes,2.0574,102.06,Forward,31.5,17.25,15.0,1.8,3.1,0.563,1.8,3.1,0.565,0.0,0.0,0.563,1.2,2.3,0.517,0.3,0.3,0.7,4.7,1.5,2.1,3.6,0.7,Alabama-Birmingham,4.0,2005,2008,False
Jon Hunt,1.9812,104.328,Forward,5.0,5.0,20.2,0.8,1.8,0.444,0.8,1.8,0.444,0.0,0.0,0.444,0.6,1.2,0.5,0.0,0.2,0.2,2.2,2.0,2.6,4.6,0.8,Prairie View,1.0,2005,2005,False
Sylvester Spicer,1.9812,106.596,Forward,6.5,0.5,4.1,0.5,1.4,0.389,0.5,1.3,0.412,0.0,0.1,0.389,0.6,1.0,0.615,0.1,0.1,0.1,1.7,0.3,0.8,1.2,0.5,Oral Roberts,2.0,2006,2007,False
Rashad Anderson,1.9558,97.524,Guard,32.5,7.75,21.0,3.7,9.1,0.413,1.6,3.6,0.456,2.1,5.5,0.413,1.4,1.8,0.774,0.8,0.6,0.3,11.0,0.7,1.8,2.6,1.1,UConn,4.0,2003,2006,False
Matt Berry,1.9558,92.988,Guard,27.75,12.0,20.2,1.9,5.7,0.329,1.0,2.7,0.35700000000000004,0.9,2.9,0.329,1.2,1.8,0.6679999999999999,1.1,0.8,0.2,5.9,0.8,2.2,2.9,1.5,Overall,4.0,2001,2005,False
Malcolm Robinson,1.8796,81.648,Guard,14.0,0.0,3.3,0.1,0.6,0.25,0.1,0.2,0.333,0.1,0.4,0.25,0.1,0.1,1.0,0.1,0.1,0.0,0.5,0.3,0.1,0.4,0.2,Savannah State,1.0,2007,2007,False
Nathan Mann,1.8796,86.184,Guard,30.0,21.0,26.3,3.0,8.0,0.368,1.2,2.8,0.411,1.8,5.2,0.368,0.9,1.2,0.741,2.2,0.8,0.1,8.6,0.4,2.4,2.8,1.7,William & Mary,4.0,2005,2008,False
Kyle Chapman,1.9304,86.184,Guard,15.0,0.0,2.0,0.1,0.5,0.14300000000000002,0.1,0.3,0.25,0.0,0.2,0.14300000000000002,0.2,0.4,0.5,0.0,0.0,0.0,0.3,0.1,0.3,0.3,0.1,Oakland,1.0,2003,2003,False
Andrew Strait,2.032,111.132,Forward,30.25,23.75,28.9,5.6,9.2,0.614,5.6,9.0,0.62,0.0,0.1,0.614,2.0,3.6,0.574,1.1,0.6,0.7,13.4,1.9,4.0,6.0,1.4,Montana,4.0,2005,2008,False
Jason Hopkins,2.0066,104.328,Center,30.5,14.5,18.5,1.9,3.2,0.5820000000000001,1.9,3.2,0.585,0.0,0.0,0.5820000000000001,1.4,2.6,0.534,0.7,0.5,0.8,5.1,2.4,3.2,5.6,1.1,Lipscomb,2.0,2007,2008,False
Kobby Acquah,2.1590000000000003,97.524,Center,8.0,0.0,1.3,0.1,0.3,0.5,0.1,0.3,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.4,0.1,Southern Illinois,1.0,2007,2007,False
Michael Wilder,1.8796,83.916,Guard,28.5,12.5,22.9,2.7,7.6,0.35600000000000004,1.5,3.7,0.416,1.2,4.0,0.35600000000000004,1.9,2.4,0.785,1.7,1.0,0.3,8.5,0.4,1.4,1.8,1.7,Louisiana Tech,2.0,2002,2003,False
Marvin Lee,1.8796,92.988,Guard,17.0,4.0,6.7,0.5,1.7,0.276,0.4,1.4,0.292,0.1,0.3,0.276,0.5,0.7,0.75,0.3,0.1,0.0,1.5,0.2,0.9,1.1,0.9,Binghamton,1.0,2007,2007,False
Jason Rogan,1.8796,97.524,Guard,30.0,30.0,29.3,4.9,10.7,0.456,3.5,6.8,0.522,1.3,3.9,0.456,2.5,3.2,0.785,2.0,1.5,0.2,13.6,1.3,3.1,4.4,2.0,Chattanooga,2.0,2003,2004,False
Drew Haymaker,2.032,108.864,Center,27.5,0.0,8.7,0.4,0.8,0.435,0.3,0.5,0.5329999999999999,0.1,0.3,0.435,0.3,0.5,0.76,0.2,0.1,0.1,1.1,0.7,0.8,1.4,0.2,Central Arkansas,2.0,2007,2008,False
Kitus Witherspoon,2.032,115.668,Center,27.0,9.0,18.0,2.9,5.9,0.489,2.9,5.9,0.489,0.0,0.0,0.489,1.6,2.5,0.632,0.4,0.5,0.4,7.3,2.1,3.4,5.5,1.5,Arkansas State,2.0,2005,2006,False
Khaliq Gant,1.905,81.648,Guard,22.0,9.5,15.7,0.8,2.5,0.333,0.3,1.1,0.313,0.5,1.4,0.333,0.3,0.4,0.632,1.1,0.5,0.0,2.4,0.3,0.9,1.2,0.6,Cornell,2.0,2005,2006,False
Henry Williams,1.9812,102.06,Center,29.25,19.25,26.7,3.9,7.0,0.5579999999999999,3.9,6.9,0.5579999999999999,0.0,0.0,0.5579999999999999,1.5,2.8,0.5429999999999999,1.0,0.8,0.5,9.3,2.3,3.7,5.9,2.5,South Alabama,4.0,2001,2004,False
Zach Morley,2.032,99.792,Forward,32.5,12.0,24.0,3.0,6.3,0.477,2.4,4.7,0.498,0.6,1.6,0.477,1.5,2.1,0.698,1.7,0.9,0.3,8.1,1.4,3.9,5.3,1.5,Wisconsin,2.0,2004,2005,False
Dragutin Kravic,2.032,97.524,Forward,24.5,12.75,18.6,2.9,6.2,0.458,1.4,2.6,0.552,1.4,3.7,0.458,1.0,1.4,0.696,0.9,0.5,0.4,8.1,0.9,2.8,3.7,1.4,Columbia,4.0,2003,2006,False
Marquis Poole,1.8796,79.38,Guard,16.5,14.75,29.1,5.0,10.9,0.457,4.8,10.0,0.475,0.2,0.9,0.457,2.9,4.8,0.618,4.7,1.5,0.3,13.2,0.6,2.3,2.8,3.2,Overall,4.0,2001,2004,False
Frank McKnight,1.8542,79.38,Guard,10.5,0.0,3.4,0.0,0.2,0.2,0.0,0.2,0.25,0.0,0.0,0.2,0.2,0.4,0.5,0.2,0.1,0.0,0.3,0.1,0.1,0.2,0.2,UMBC,2.0,2008,2009,False
Bryan Robinson,2.0066,102.06,Forward,6.0,0.0,2.5,0.2,0.5,0.333,0.2,0.5,0.333,0.0,0.0,0.333,0.0,0.7,0.0,0.2,0.0,0.0,0.3,0.5,0.3,0.8,0.2,Morehead State,1.0,2005,2005,False
Sam Manhanga,1.9812,113.4,Forward,21.5,4.5,9.4,1.3,3.1,0.405,1.2,2.9,0.418,0.0,0.2,0.405,1.3,2.3,0.584,0.2,0.2,0.1,3.9,0.6,1.2,1.8,1.1,Brown,4.0,2004,2007,False
Mike Lochner,2.032,106.596,Center,17.0,4.0,5.1,0.5,0.9,0.5,0.4,0.8,0.5,0.1,0.1,0.5,0.3,0.4,0.833,0.1,0.1,0.2,1.3,0.3,0.6,0.9,0.2,Northern Illinois,1.0,2007,2007,False
Jon Folonis,2.0066,86.184,Forward,3.0,0.0,3.0,0.7,1.7,0.4,0.3,1.0,0.333,0.3,0.7,0.4,0.3,0.7,0.5,0.3,0.0,0.0,2.0,0.3,0.7,1.0,0.0,UC-Riverside,1.0,2003,2003,False
Sean Taibi,1.905,90.72,Guard,23.0,9.0,22.0,4.0,8.8,0.455,2.0,3.7,0.529,2.0,5.1,0.455,1.0,1.4,0.75,0.7,0.4,0.0,11.1,0.9,2.0,3.0,1.3,Northern Colorado,1.0,2008,2008,False
Steve Geary,1.8034,72.57600000000002,Guard,23.5,13.0,25.7,2.7,6.3,0.4270000000000001,1.4,2.6,0.525,1.3,3.7,0.4270000000000001,2.0,2.4,0.8420000000000001,1.8,0.8,0.0,8.7,0.4,1.7,2.1,1.9,Cal Poly,2.0,2002,2003,False
Jerry Moody,2.032,95.256,Forward,27.0,22.5,21.8,2.1,4.3,0.491,2.1,4.2,0.491,0.0,0.1,0.491,1.2,1.9,0.657,0.6,0.8,1.3,5.5,2.0,2.9,5.0,1.0,Northwestern State,2.0,2007,2008,False
Ben Biles,2.0828,115.668,Forward,13.0,4.25,6.7,0.5,1.1,0.431,0.5,1.1,0.431,0.0,0.0,0.431,0.3,0.6,0.5,0.1,0.2,0.2,1.3,0.6,0.9,1.5,0.5,Navy,4.0,2005,2008,False
Richard Sadler,2.0574,97.524,Center,27.0,10.0,15.7,1.9,3.9,0.49,1.8,3.6,0.5,0.1,0.2,0.49,0.6,1.1,0.516,0.4,0.6,0.3,4.4,1.6,2.1,3.7,1.2,Eastern Kentucky,1.0,2002,2002,False
Vince Scott,2.0828,104.328,Center,28.0,12.25,18.9,1.5,3.5,0.415,0.9,1.8,0.5,0.6,1.8,0.415,0.4,0.6,0.6709999999999999,1.5,0.6,0.6,3.9,0.6,1.7,2.2,0.9,Northwestern,4.0,2004,2007,False
Stuart Cameron,2.032,106.596,Forward,1.5,0.0,1.0,0.3,0.3,1.0,0.3,0.3,1.0,0.0,0.0,1.0,0.3,0.3,1.0,0.0,0.0,0.0,1.0,0.3,0.3,0.7,0.0,Drexel,2.0,2008,2009,False
Jesse Holley,1.905,86.184,Guard,12.5,0.0,2.2,0.3,0.8,0.4,0.3,0.6,0.467,0.0,0.2,0.4,0.3,0.6,0.5,0.2,0.2,0.1,1.0,0.0,0.5,0.5,0.2,UNC,2.0,2004,2005,False
Parrish Brown,1.8542,79.8336,Guard,30.0,1.0,8.8,1.0,2.3,0.416,0.6,1.4,0.43,0.3,0.9,0.416,0.7,0.9,0.765,1.3,0.4,0.0,2.9,0.3,0.9,1.2,1.0,Maryland,2.0,2006,2007,False
DeAndre' Carroll,1.9304,81.648,Guard,8.0,0.0,1.6,0.1,1.0,0.125,0.1,0.9,0.14300000000000002,0.0,0.1,0.125,0.3,0.5,0.5,0.0,0.1,0.0,0.5,0.3,0.0,0.3,0.1,Alabama-Birmingham,1.0,2004,2004,False
Orenn Fells,1.9812,88.9056,Forward,4.0,0.0,2.3,0.2,0.3,0.667,0.2,0.3,0.667,0.0,0.0,0.667,0.1,0.9,0.091,0.0,0.1,0.0,0.4,0.3,0.3,0.6,0.3,Overall,3.0,2001,2003,False
Lance Higbee,1.9304,81.648,Forward,7.5,0.0,4.2,0.2,0.9,0.231,0.1,0.3,0.25,0.1,0.6,0.231,0.1,0.1,0.5,0.3,0.1,0.0,0.6,0.2,0.5,0.7,0.3,Southern Utah,2.0,2007,2008,False
Brandon Roy,1.9812,97.524,Guard,25.75,17.75,27.5,5.2,10.1,0.512,4.7,8.6,0.541,0.5,1.5,0.512,3.5,4.5,0.765,3.0,1.0,0.5,14.3,1.8,3.2,5.0,2.1,Washington,4.0,2003,2006,True
Billy Parrish,1.9304,96.6168,Forward,28.5,9.5,16.6,1.3,3.1,0.42,1.2,2.7,0.4320000000000001,0.1,0.4,0.42,0.4,0.7,0.64,0.8,0.4,0.2,3.2,1.2,1.7,2.9,0.8,Eastern Illinois,4.0,2006,2009,False
Darren Collison,1.8542,72.57600000000002,Guard,35.5,26.0,29.2,4.0,8.3,0.475,2.8,5.7,0.494,1.2,2.7,0.475,2.5,2.9,0.851,4.1,1.6,0.1,11.5,0.4,1.8,2.3,2.4,UCLA,4.0,2006,2009,True
Dee Proby,2.0828,108.864,Forward,18.0,0.0,5.6,0.4,1.6,0.241,0.4,1.1,0.35,0.0,0.5,0.241,0.2,0.4,0.5,0.4,0.3,0.2,1.0,0.3,0.8,1.1,0.4,West Virginia,1.0,2009,2009,False
Chris Clunie,1.905,92.988,Forward,11.0,0.25,2.3,0.2,0.6,0.29600000000000004,0.2,0.4,0.389,0.0,0.2,0.29600000000000004,0.1,0.3,0.462,0.0,0.1,0.0,0.5,0.2,0.3,0.5,0.1,Davidson,4.0,2003,2006,False
Severin Gates,2.0066,95.256,Forward,29.0,3.0,15.3,2.3,5.0,0.452,1.9,4.2,0.459,0.3,0.8,0.452,1.3,1.8,0.698,0.7,0.6,0.1,6.2,1.0,2.0,3.0,1.3,UC-Riverside,1.0,2008,2008,False
Gino Federico,1.9558,97.524,Guard,8.0,0.0,1.4,0.2,0.3,0.75,0.1,0.2,0.667,0.1,0.1,0.75,0.0,0.3,0.0,0.2,0.1,0.0,0.4,0.1,0.3,0.4,0.1,Pitt,2.0,2002,2003,False
Michael Umeh,1.8796,92.988,Guard,27.75,15.0,20.7,2.6,6.1,0.431,1.4,2.9,0.498,1.2,3.2,0.431,1.1,1.5,0.713,1.4,0.6,0.1,7.5,0.6,1.7,2.3,1.2,UNLV,4.0,2004,2007,False
Jerrad Knotts,1.9812,111.132,Forward,17.5,1.5,10.9,0.8,2.4,0.333,0.6,1.6,0.385,0.2,0.8,0.333,0.4,0.7,0.63,0.3,0.3,0.1,2.2,0.5,0.8,1.3,0.6,Albany (NY),4.0,2003,2006,False
Alex Barnett,1.9812,92.988,Forward,27.0,21.0,28.2,5.0,11.3,0.4370000000000001,4.0,8.7,0.466,0.9,2.6,0.4370000000000001,1.9,2.4,0.789,1.5,1.0,1.0,12.7,1.3,3.8,5.1,1.6,Dartmouth,4.0,2006,2009,False
Micah McKinney,1.905,81.648,Guard,23.0,7.0,11.3,1.1,3.2,0.35200000000000004,0.7,1.8,0.386,0.4,1.3,0.35200000000000004,0.6,0.7,0.765,2.6,0.9,0.0,3.2,0.5,1.6,2.0,1.8,Pepperdine,2.0,2001,2002,False
Carl McNally,1.9304,92.988,Guard,11.0,4.0,19.0,2.2,4.4,0.5,1.8,3.3,0.556,0.4,1.1,0.5,1.3,2.2,0.583,1.5,0.9,0.3,6.0,1.2,1.4,2.5,1.3,North Florida,1.0,2006,2006,False
Kelly Williams,1.9558,88.45200000000001,Forward,29.0,14.5,24.1,1.5,4.3,0.359,0.8,1.8,0.454,0.7,2.5,0.359,0.9,1.3,0.693,1.4,1.0,0.3,4.7,1.4,3.0,4.5,1.1,Oakland,4.0,2001,2004,False
Leonard Brown,1.7018,79.38,Guard,28.5,3.5,17.5,1.3,3.2,0.408,1.0,2.1,0.467,0.3,1.1,0.408,0.9,1.1,0.7809999999999999,1.6,0.8,0.1,3.8,0.3,0.8,1.1,1.6,Stephen F. Austin,2.0,2004,2005,False
Kurt Attaway,1.8796,86.184,Guard,26.5,23.5,28.6,1.9,5.4,0.35100000000000003,1.3,3.2,0.396,0.6,2.2,0.35100000000000003,1.8,2.7,0.6890000000000001,3.5,1.5,0.2,6.2,0.5,2.1,2.6,2.6,UTSA,4.0,2004,2007,False
Bennet Davis,2.0574,99.792,Forward,30.75,25.75,27.4,3.6,8.1,0.445,3.2,6.9,0.465,0.4,1.2,0.445,2.0,3.2,0.6409999999999999,1.1,0.8,1.4,9.6,2.0,4.1,6.2,1.9,Northeastern,4.0,2004,2007,False
Corwin Ragland,1.8542,86.184,Guard,19.0,0.0,8.3,0.6,1.5,0.429,0.5,1.1,0.5,0.1,0.4,0.429,0.5,1.1,0.45,1.2,0.5,0.0,1.8,0.1,0.1,0.2,1.4,Stephen F. Austin,1.0,2007,2007,False
Daniel Schmidt,1.8542,81.648,Guard,14.0,0.0,2.6,0.2,0.5,0.429,0.2,0.4,0.5,0.0,0.1,0.429,0.4,0.4,1.0,0.4,0.1,0.0,0.8,0.1,0.2,0.3,0.3,Southeastern Louisiana,1.0,2002,2002,False
Tank Beavers,1.8796,77.112,Guard,18.0,0.0,6.8,0.2,1.2,0.19,0.2,0.4,0.375,0.1,0.7,0.19,0.1,0.2,0.25,0.2,0.4,0.0,0.6,0.1,0.4,0.5,0.5,Memphis,1.0,2005,2005,False
Shuan Stegall,2.0066,99.792,Forward,23.333333333333332,17.0,26.9,4.6,10.7,0.434,4.3,9.3,0.465,0.3,1.4,0.434,2.9,4.8,0.613,1.8,1.3,0.6,12.5,2.5,4.4,6.9,2.5,Overall,3.0,2004,2008,False
Tyler Carr,1.905,88.45200000000001,Guard,27.5,11.0,8.8,0.4,1.2,0.313,0.3,0.8,0.378,0.1,0.4,0.313,0.1,0.3,0.368,0.4,0.3,0.1,1.0,0.4,0.6,1.0,0.4,Pepperdine,2.0,2007,2008,False
Joey Mundweiler,1.8796,83.916,Guard,24.6,16.0,27.1,3.5,8.9,0.388,0.9,2.1,0.447,2.5,6.8,0.388,1.0,1.4,0.68,1.6,0.6,0.1,10.4,0.2,1.5,1.7,1.4,Wagner,5.0,2005,2009,False
Steven Silva,1.8796,77.112,Guard,6.0,0.0,1.5,0.3,1.2,0.28600000000000003,0.1,0.4,0.2,0.3,0.8,0.28600000000000003,0.2,0.3,0.5,0.2,0.0,0.0,1.1,0.3,0.1,0.3,0.1,Texas-Rio Grande Valley,2.0,2008,2009,False
Robby Hanzlik,1.905,90.72,Guard,21.0,4.0,13.7,1.0,3.6,0.263,0.6,1.5,0.387,0.4,2.1,0.263,0.4,0.6,0.667,1.2,1.3,0.0,2.7,0.2,1.0,1.2,2.1,Maine,1.0,2008,2008,False
Mike Ridgway,1.9812,97.524,Forward,23.0,2.0,9.7,0.8,2.3,0.362,0.7,1.6,0.431,0.2,0.7,0.362,0.2,0.4,0.4,0.2,0.3,0.2,2.0,0.8,1.1,1.9,0.5,Lamar,2.0,2001,2002,False
Chad Burger,1.9812,92.988,Forward,29.0,0.0,6.6,0.6,1.4,0.39,0.3,0.6,0.5,0.2,0.8,0.39,0.2,0.4,0.455,0.3,0.2,0.0,1.5,0.3,0.7,1.0,0.4,Northern Arizona,1.0,2004,2004,False
Ashton Jones,1.8796,79.38,Guard,13.5,0.5,5.6,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,0.5,0.1,0.4,0.364,0.0,0.2,0.1,0.8,0.5,0.8,1.3,0.3,North Florida,2.0,2008,2009,False
Greg Vlosich,1.8288,72.57600000000002,Guard,7.666666666666667,0.0,6.9,0.2,0.8,0.263,0.2,0.8,0.278,0.0,0.0,0.263,0.1,0.3,0.429,0.2,0.3,0.0,0.6,0.2,0.3,0.6,0.3,Cleveland State,3.0,2004,2007,False
Lance Stemler,2.032,95.256,Forward,18.75,8.5,19.5,1.6,4.2,0.384,0.7,1.3,0.535,0.9,2.9,0.384,0.6,0.8,0.772,0.6,0.7,0.2,4.7,1.1,2.0,3.1,0.6,Overall,4.0,2005,2008,False
Richard Damus,2.0066,90.72,Forward,24.5,2.0,10.3,1.4,3.0,0.483,1.2,2.4,0.5,0.2,0.6,0.483,0.4,0.6,0.733,0.3,0.3,0.2,3.6,1.0,1.7,2.7,0.7,Troy,2.0,2005,2006,False
Corey Counts,1.778,74.844,Guard,22.5,11.25,22.4,1.7,4.5,0.386,0.6,1.4,0.444,1.1,3.1,0.386,0.8,1.1,0.758,2.1,0.5,0.0,5.4,0.1,1.3,1.5,1.5,Loyola Marymount,4.0,2006,2009,False
Terrance Akins,1.8542,82.1016,Guard,21.333333333333332,16.0,24.3,3.2,8.4,0.385,1.3,3.2,0.394,2.0,5.2,0.385,1.0,1.2,0.8270000000000001,1.8,0.7,0.0,9.4,0.3,1.7,1.9,1.4,Little Rock,3.0,2006,2008,False
Cal Ecker,1.8796,79.38,Guard,20.0,0.0,3.4,0.2,0.6,0.333,0.2,0.6,0.364,0.0,0.1,0.333,0.0,0.2,0.0,0.2,0.2,0.1,0.4,0.1,0.5,0.6,0.5,Charleston Southern,1.0,2003,2003,False
Kenny Hunt,1.8034,79.38,Guard,25.0,0.0,6.1,0.4,1.4,0.278,0.2,0.5,0.385,0.2,0.9,0.278,0.4,0.5,0.769,0.8,0.5,0.0,1.4,0.1,0.7,0.8,0.8,Chattanooga,1.0,2005,2005,False
Brian Hutt,2.0574,111.132,Forward,25.333333333333332,8.0,13.0,1.1,2.0,0.516,1.0,2.0,0.513,0.0,0.0,0.516,0.9,1.6,0.5710000000000001,0.7,0.3,0.7,3.0,1.4,1.9,3.3,1.0,William & Mary,3.0,2004,2006,False
Harvey Hale,1.8796,88.45200000000001,Guard,31.0,11.75,18.9,2.0,5.8,0.34700000000000003,1.0,2.5,0.395,1.0,3.3,0.34700000000000003,1.5,1.9,0.7909999999999999,1.0,0.8,0.1,6.5,0.4,1.6,2.0,1.3,Wake Forest,4.0,2006,2009,False
Bryan Harvey,1.9558,95.256,Guard,11.666666666666666,4.0,19.7,2.0,6.1,0.333,0.8,2.1,0.36,1.3,3.9,0.333,0.9,1.2,0.7859999999999999,0.9,0.9,0.2,6.3,0.5,2.9,3.4,0.9,Overall,3.0,2006,2008,False
Kevin Tempest,1.9304,88.45200000000001,Forward,15.333333333333334,0.3333333333333333,7.7,0.8,2.1,0.361,0.5,1.3,0.4,0.2,0.8,0.361,0.3,0.5,0.619,0.4,0.3,0.0,2.0,0.4,0.6,1.0,0.2,Lehigh,3.0,2003,2005,False
Brendan Copes,1.9304,97.524,Forward,13.0,1.3333333333333333,2.1,0.1,0.3,0.364,0.1,0.2,0.444,0.0,0.1,0.364,0.1,0.2,0.25,0.0,0.0,0.0,0.3,0.2,0.2,0.3,0.0,Marist,3.0,2002,2004,False
Andre Rivier,1.905,81.648,Guard,21.5,12.0,30.1,4.3,8.7,0.493,4.2,8.3,0.508,0.0,0.3,0.493,3.1,5.1,0.606,3.4,1.6,0.1,11.7,1.4,2.3,3.6,2.7,South Carolina State,2.0,2001,2002,False
Bryant Craig,1.8796,83.916,Guard,7.0,0.0,3.6,0.4,1.1,0.4,0.1,0.4,0.333,0.3,0.6,0.4,0.4,0.4,1.0,0.3,0.1,0.0,1.6,0.1,0.1,0.2,0.1,UT-Martin,2.0,2007,2008,False
Brandon Temple,1.8542,81.648,Guard,28.0,26.5,33.0,3.8,9.2,0.416,1.4,3.1,0.462,2.4,6.1,0.416,1.4,1.8,0.79,3.3,1.5,0.0,11.4,0.6,2.4,3.0,2.1,UMKC,2.0,2004,2005,False
Aaron Brooks,1.8288,73.0296,Guard,28.75,27.5,32.7,4.3,10.1,0.43,2.6,5.4,0.479,1.8,4.8,0.43,2.7,3.2,0.8340000000000001,4.1,1.1,0.1,13.1,0.7,2.7,3.5,2.6,Oregon,4.0,2004,2007,True
Matt Baker,1.9558,79.38,Forward,15.0,1.0,2.9,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.5,0.1,0.2,0.1,0.1,0.1,0.2,0.3,0.1,Florida Gulf Coast,1.0,2009,2009,False
Duke Cooper,1.9304,83.916,Guard,16.0,3.0,18.6,1.5,3.8,0.393,0.9,1.8,0.517,0.6,2.0,0.393,0.8,1.3,0.6,1.0,0.8,0.0,4.3,0.7,1.7,2.4,1.9,Robert Morris,1.0,2003,2003,False
Nigel Munson,1.8288,83.916,Guard,32.0,1.0,11.1,1.2,2.7,0.4370000000000001,0.7,1.5,0.479,0.5,1.2,0.4370000000000001,0.2,0.2,0.857,1.1,0.2,0.0,3.0,0.2,0.7,0.9,0.8,Virginia Tech,1.0,2007,2007,False
Nate Harris,2.0066,102.06,Forward,31.5,19.75,27.2,4.7,7.3,0.6409999999999999,4.6,7.0,0.652,0.1,0.3,0.6409999999999999,2.3,3.3,0.693,1.7,0.8,0.7,11.7,1.7,4.0,5.7,1.5,Utah State,4.0,2003,2006,False
Terry Rogers,2.0828,120.204,Center,27.0,8.0,14.3,2.1,3.3,0.622,2.1,3.3,0.622,0.0,0.0,0.622,0.7,1.2,0.594,0.3,0.3,0.5,4.9,1.0,2.4,3.4,1.1,Southeast Missouri State,1.0,2001,2001,False
Jason Horton,1.8542,86.184,Guard,29.5,19.25,26.5,1.5,4.2,0.35700000000000004,0.8,2.0,0.393,0.7,2.2,0.35700000000000004,0.9,1.5,0.5760000000000001,3.5,1.3,0.0,4.6,0.4,1.9,2.2,1.9,Missouri,4.0,2005,2008,False
James Poindexter,1.8542,77.112,Guard,28.333333333333332,21.0,27.5,3.6,9.4,0.383,1.6,3.7,0.428,2.0,5.7,0.383,2.4,3.0,0.7909999999999999,1.7,0.6,0.0,11.6,0.6,1.8,2.3,1.8,Lipscomb,3.0,2004,2006,False
Derek Crumpton,1.8796,97.524,Guard,9.75,1.5,7.4,1.2,3.0,0.414,0.7,1.2,0.617,0.5,1.8,0.414,0.1,0.1,1.0,0.0,0.2,0.0,3.1,0.5,0.6,1.1,0.4,North Carolina A&T,4.0,2004,2007,False
Richard Toussaint,1.905,88.45200000000001,Guard,29.5,28.0,32.9,6.4,14.7,0.4370000000000001,6.1,13.5,0.453,0.3,1.2,0.4370000000000001,6.6,8.5,0.784,1.0,1.4,0.3,19.8,1.7,2.5,4.2,2.8,Bethune-Cookman,2.0,2002,2003,False
Randall Gulina,1.8796,90.72,Guard,27.75,20.25,24.4,3.8,8.3,0.464,2.4,4.3,0.5539999999999999,1.4,3.9,0.464,2.1,2.7,0.7759999999999999,1.1,0.7,0.0,11.2,0.7,1.8,2.5,1.4,Samford,4.0,2004,2007,False
Travon Free,2.0066,115.668,Forward,18.333333333333332,1.3333333333333333,9.5,1.1,2.4,0.481,1.1,2.4,0.485,0.0,0.0,0.481,0.6,1.0,0.589,0.2,0.2,0.3,2.9,0.8,1.4,2.3,0.5,Long Beach State,3.0,2004,2007,False
Brandon Roberson,1.778,86.184,Guard,20.0,0.0,6.0,0.2,1.5,0.138,0.1,0.5,0.222,0.1,1.0,0.138,0.1,0.4,0.25,0.7,0.4,0.0,0.6,0.0,0.6,0.6,0.3,Texas A&M-Corpus Christi,1.0,2007,2007,False
Victor Akinyanju,2.0066,111.132,Center,24.5,14.5,21.5,3.1,5.7,0.541,3.1,5.7,0.541,0.0,0.0,0.541,1.6,3.5,0.462,0.7,1.1,1.4,7.8,2.7,3.7,6.4,1.6,Quinnipiac,2.0,2006,2007,False
Johwen Villegas,1.9304,84.8232,Guard,28.5,23.0,30.1,4.2,10.4,0.403,1.9,4.0,0.483,2.2,6.4,0.403,1.1,1.8,0.581,1.3,0.8,0.4,11.7,1.1,2.7,3.8,1.2,Florida International,2.0,2006,2007,False
Edwin Muniz,2.0066,104.328,Forward,28.75,22.0,27.7,3.8,8.8,0.4320000000000001,2.8,5.9,0.472,1.0,2.9,0.4320000000000001,2.7,3.6,0.765,1.9,0.8,0.3,11.4,1.4,3.4,4.8,2.0,Rider,4.0,2003,2006,False
Antwan Harrison,1.905,97.524,Guard,31.25,15.5,19.4,2.3,5.1,0.454,2.2,4.6,0.481,0.1,0.4,0.454,1.6,2.5,0.66,0.6,0.6,0.2,6.3,0.7,1.6,2.3,1.4,Coppin State,4.0,2005,2008,False
Chris Busch,1.9812,99.792,Forward,18.0,2.0,15.4,1.6,4.2,0.373,1.3,2.9,0.434,0.3,1.2,0.373,0.9,1.9,0.486,0.5,0.1,0.7,4.3,1.0,1.6,2.6,0.8,Eastern Washington,1.0,2009,2009,False
Mark Dawson,2.0574,99.792,Center,29.0,11.0,17.1,2.4,4.2,0.57,2.4,4.2,0.57,0.0,0.0,0.57,0.6,1.2,0.493,0.3,0.4,1.2,5.4,2.0,2.6,4.6,0.9,Long Beach State,2.0,2006,2007,False
